SR.NO,RPID,SITE_NAME,TECHNOLOGY,3G_TECH,SITE_NAME_3G,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
98,CT2238,BSC68-37_Devalacheruvu_CT2238B,2G,,,13.78106,78.34106,Rural,Devalacheruvu,Mulakalacheruvu,RC,Room,5367.0,"BSNL Tower, Devalacheruvu(V), Mulakalacheruvu(M),Madhanapalle; Chittoor Dt-AP-517351",Rajampet,B.KOTHAKOTA,517350.0,NBSNL,BSNL Infra,CT2238,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,10/22/2010,S12K_ID,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2238,,,,,,0.0,,,,
99,CT2240,BSC68-41_Yallamanda_CT2240C,2G,,,13.79512,79.0433,Rural,Ellamanda,Yerravaripalem,,OD Plinth,5374.0,"Yellamanda,Yvpalem,Chittoor DT.",Rajampet,PILER,517214.0,NBSNL,BSNL Infra,CT2240,GBT,40.0,35.0,Dual,Agisson,Nortel,V.1,3/31/2011,S8K_OD,3.0,4-4-4,40/160/245,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2240,,,G/FVC/HYD/1408011/2010,,,0.0,,,,
100,CT2242,BSC68-96_Gattu_CT2242B,2G,,,13.66223,78.32856,Rural,Gattu,B.Kothakota,,Room,5391.0,"Near reliance tower,Gattu,Bkothkota Mandal,Chittoor DT.",Rajampet,B.KOTHAKOTA,517352.0,NBSNL,BSNL Infra,CT2242,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,7/9/2010,S12K_ID,3.0,4-4-4,0/90/300,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2242,,,,,,0.0,,,,
101,CT2243,BSC70-68_A_Gollapalli_CT2243A,2G,,,13.27014,78.94348,Rural,A.Gollapalli,Chittoor,,OD Plinth,5421.0,"A_Gollapalli,sathakuppam,Chittoor(M),Chittoor DT.",Chittoor,BANGARUPALYAM,517129.0,NBSNL,BSNL Infra,CT2243,GBT,40.0,37.0,Dual,AGISSON,Nortel,V.1,9/8/2010,BTS18K_OD,3.0,4-4-4,10/90/250,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
102,CT2244,BSC70-75_G-T-Palli_CT2244C,2G,,,13.0616,78.61839,Rural,Gownithimmepalli,Baireddipalle,,Room,5423.0,"GowniTimmanapalli,Baireddpalli (M),Chittoor DT.",Rajampet,PALMANER,517415.0,NBSNL,BSNL Infra,CT2244,GBT,40.0,35.0,Dual,AGISSON,Nortel,V.1,11/11/2010,BTS18K_ID,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,CT2245,BSC68-46_Gundloor_CT2245C,2G,,,13.74622,78.79589,Rural,Gundloor,Kalikiri,,OD Plinth,5387.0,"kornamittapalli,gundloor,kalikiri(M),Chittoor DT.",Rajampet,VAYALPADU,517235.0,NBSNL,BSNL Infra,CT2245,GBT,40.0,35.0,Dual,Agisson,Nortel,V.1,3/10/2011,BTS18K_OD,3.0,4-4-4,60/180/270,,DMW,,,Huawei,0.6 m,BSC68-18_NH18_Mahal_CT2011B,E1,1.0,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G/FVC/HYD/1466307/2011,,,,,,,
104,CT2246,BSC68-35_Guttapalem_CT2246B,2G+3G,HUW,102_0186_CT_Guttapalem_CT2246,13.60435,78.78455,Rural,Guttapalem,Kalikiri,,Room,5387.0,"Guttapalem,yallampalli,kalikiri(M),Chittoor DT.",Rajampet,VAYALPADU,517224.0,NBSNL,BSNL Infra,CT2246,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,10/22/2010,BTS18K_OD,3.0,4-4-4,0/90/260,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VIII,,,ID,,,,,E1,E1,2.0,45 Mbps,,,,,,,,102.0,,,,,CT2246,,,,BSC58-34_Ithepalle_GTL_CT5013B,RRH,,,45 Mbps,,,,,
105,CT2247,BSC70-92_KBRPuram_CT2247B,2G+3G,HUW,102_0187_KBRPuram_CT2247,13.35418,79.51555,Rural,KBRPuram,Puttur,,Exchange,5407.0,"2/95-1,KBRPuram,puttur(M),Chittoor DT.",Tirupati,PUTTUR,517571.0,BSNL,BSNL Infra,CT2247,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,1/30/2010,BTS18K_ID,3.0,4-4-4,110/200/330,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VIII,,,ID,3.0,,,,,,,60 Mbps,,,,,,,,102.0,,,,,CT2247,,,,BSC58-32_Gajulamandyam_CT2241A,ID,,,60 Mbps,0.0,,,,
106,CT2248,BSC70-19_Ugranampalle_CT2248A,2G+3G,HUW,102_0162_Ugranampalle_CT2248B,13.32299,79.18751,Rural,Ugranampalle,Gangadhara Nellore,,Exchange,5420.0,"Ugranampalle(V),Gdnellore(M),Chittoor DT.",Chittoor,CHITTOOR,517126.0,BSNL,BSNL Infra,CT2248,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,4/16/2010,S12K_ID,3.0,4-4-4,35/100/260,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII +,5/2/2017,35/100/260,ID,3.0,37.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,CT2248,,,,,100 Mbps,0.0,,,,
107,CT2249,BSC70-63_KCpalle_CT2249C,2G,,,13.37835,79.23046,Rural,Kamachinnaiahpalle,Penumuru,,Room,5409.0,"kamachinnaiahpalli, punumur mandal,Chittoor DT.",Chittoor,CHITTOOR,517126.0,NBSNL,BSNL Infra,CT2249,GBT,40.0,36.0,Dual,Agisson,Nortel,V.1,7/17/2010,S12K_ID,3.0,4-4-4,0/90/265,1.0,OFC,E1,,,,,,,,60.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2249,,,,,,0.0,,,,
108,CT2251,BSC70-82_Kolamasanpali_CT2251B,2G,,,13.14977,78.67157,Rural,Gownithimmepalli,Palamaner,NH,OD Plinth,5422.0,"Kolamasanapalli,palamne (M),Chittoor DT.",Tirupati,PALMANER,517432.0,NBSNL,BSNL Infra,CT2251,GBT,60.0,36.0,Dual,AGISSON,Nortel,V.1,3/31/2011,S12K_OD,3.0,2-2-2,30/160/240,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2251,,,,,,0.0,,,,
109,CT2253,BSC68-25_Kona_CT2253C,2G,,,13.83442,78.72652,Rural,Kona,Kalakada,,Room,5371.0,"Kona,kalakada (M),Chittoor DT.",Tirupati,VAYALPADU,517236.0,BSNL,BSNL Infra,CT2253,GBT,40.0,39.0,Dual,Agisson,Nortel,V.1,5/7/2010,S8K_ID,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2253,,,,,,0.0,,,,
110,CT2254,BSC70-76_Kotamngapuram_CT2254C,2G,,,13.44989,79.70165,Rural,Kotamangapuram,Pichatur,,OD Plinth,5401.0,"Kotamangapuram(V),Pichatur(M),Chittoor DT.",Tirupati,PUTTUR,517588.0,NBSNL,BSNL Infra,CT2254,GBT,40.0,37.0,Dual,AGISSON,Nortel,V.1,12/20/2010,BTS18K_OD,3.0,4-4-4,30/120/210,,DMW,,,Huawei,0.6 m,BSC67-53_Pitchatur_CT2064A,E1,1.0,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G/FVC/HYD/1466300/2011,,,0.0,,,,
111,CT2256,BSC70-91_KrishnaPuram_CT2256B,2G+3G,HUW,102_0179_Krishnapuram_CT2256C,13.02236,78.51434,E-City,krishnapuram,Venkatagirikota,NH,Room,5424.0,"KrishnaPuram,V.Kota (M),Chittoor DT.",Chittoor,V.KOTA,517424.0,BSNL,BSNL Infra,CT2256,GBT,80.0,40.0,Dual,Agisson,Nortel,V.1,6/29/2011,S12K_ID,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII +,5/29/2017,0/120/240,ID,2.0,40.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,CT2256,,,,,45 Mbps,0.0,,,,
112,CT2257,BSC68-48_Malepadu_CT2257,2G,,,,,Rural,,,,,,,,MADANAPALLI,,NBSNL,BSNL Infra,CT2257,GBT,,,,,Nortel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,CT2258,BSC68-32_Mangalampeta_CT2258B,2G+3G,HUW,102_0117_Mangalampeta_CT2258C,13.57829,79.09571,Rural,Mangalampeta,Pulicherla,,Exchange,5395.0,"Mangalampeta,pulicherla(M),Chittoor DT.",Tirupati,PAKALA,517172.0,BSNL,BSNL Infra,CT2258,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,3/27/2010,S12K_ID,3.0,4-4-4,10/120/260,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII +,3/3/2017,10/120/260,ID,3.0,37.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,35 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,CT2258,,,,,35 Mbps,0.0,,,,
114,CT2259,BSC68-97_Musturu_CT2259C,2G,,,13.55922,78.63675,Rural,Musturu,Nimmanapalle,,OD Plinth,5393.0,"Musturu,Nimmanapalli mandal,Chittoor DT.",Rajampet,MADANAPALLI,517280.0,NBSNL,BSNL Infra,CT2259,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,8/5/2010,BTS18K_ID,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,CT2260,BSC68-68_Medikurthi_CT2260B,2G+3G,HUW,102_0188_CT_MEDIKURTHY_CT2260,13.70779,78.77265,Rural,Medikurthi,Kalikiri,,Exchange,5387.0,"Medikurti, Kalikiri(M), Chittoor DT,AP-517237",Chittoor,VAYALPADU,517237.0,BSNL,BSNL Infra,CT2260,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,5/29/2010,S8K_ID,3.0,4-4-4,140/250/320,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VIII,,,ID,,,,,,E1,2.0,45 Mbps,,,,,,,,102.0,,,,,CT2260,,,CT2260,BSC70-33_Talupulapalli_CT2281B,ID,,,45 Mbps,0.0,,,,
116,CT2262,BSC70-90_Mudaramdoddi_CT2262C,2G,,,12.97435,78.5583,Rural,Mudaramdoddi,Venkatagirikota,,Room,5424.0,"Mudaramdoddi,vkota (M),Chittoor DT.",Chittoor,V.KOTA,517424.0,NBSNL,BSNL Infra,CT2262,GBT,40.0,36.0,Dual,AGISSON,Nortel,V.1,10/21/2011,S12K_OD,3.0,3-3-3,0/120/240,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2262,,,,,,0.0,,,,
117,CT2263,BSC70-86_Mudigolam_CT2263B,2G,,,13.32635,79.04145,Rural,Mudigolam,Irala,,Room,5411.0,"Mudigolam,IRALA(M),Chittoor DT.",Rajampet,BANGARUPALYAM,517130.0,NBSNL,BSNL Infra,CT2263,GBT,40.0,38.0,Dual,AGISSON,Nortel,V.1,3/10/2011,S8K_ID,3.0,4-4-4,0/90/270,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2263,,,,,,0.0,,,,
118,CT2264,BSC68-66_Mudivedu_CT2264C,2G,,,13.70631,78.50922,Rural,Mudivedu,Kurabalakota,,Exchange,5389.0,"Mudivedu(V),kurabalakota(M),Chittoor DT.",Tirupati,MADANAPALLI,517351.0,BSNL,BSNL Infra,CT2264,GBT,40.0,38.0,Dual,AGISSON,Nortel,V.1,10/9/2010,S12K_ID,3.0,4-4-4,80/170/270,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2264,,,,,,0.0,,,,
119,CT2265,BSC70-94_NVPalle_CT2265C,2G,,,13.42219,79.26825,Rural,Nvpalle,Vedurukuppam,SH,Shelter,5397.0,"NVPalle,Vedurukuppam (M),Chittoor DT.",Tirupati,PUTTUR,517569.0,NBSNL,BSNL Infra,CT2265,GBT,40.0,38.0,Dual,Agisson,Nortel,V.1,3/31/2010,S8K_ID,3.0,4-4-4,30/150/270,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2265,,,,,,0.0,,,,
120,CT2266,BSC70-74_Nangamangalam_CT2266B,2G,,,13.05253,79.17442,Rural,Nangamangalam,Gudipala,NH,OD Plinth,5431.0,"Nangamangalam,Gidipala(M),Chittoor DT.",Chittoor,CHITTOOR,517132.0,NBSNL,BSNL Infra,CT2266,GBT,40.0,38.0,Dual,Agisson,Nortel,V.1,10/9/2010,BTS18K_OD,3.0,4-4-4,0/120/240,,DMW,,,Huawei,0.6 m,BSC60-07_Ramapuram_CT2090A,E1,1.0,,60.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G/FVC/HYD/1407882/2010,,,0.0,,,,
121,CT2267,BSC70-17_Nanjampet_CT2267C,2G,,,13.45851,78.85344,Rural,Nanjampeta,Somala,,OD Plinth,5412.0,"Nanjampet(V),somala(M),Chittoor DT.",Rajampet,PILER,517257.0,NBSNL,BSNL Infra,CT2267,GBT,40.0,32.0,Dual,AGISSON,Nortel,V.1,9/6/2010,BTS18K_OD,3.0,4-4-4,30/90/270,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
122,CT2268,BSC70-79_Nellipatla_CT2268C,2G,,,13.07032,78.67321,Rural,Nellipatla,Baireddipalle,,Room,5423.0,"Nellipatla,Baireddypalli (M),Chittoor DT.",Rajampet,PALMANER,517415.0,NBSNL,BSNL Infra,CT2268,GBT,40.0,38.0,Dual,AGISSON,Nortel,V.1,12/22/2010,S12K_ID,3.0,4-4-4,30/130/270,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2268,,,,,,0.0,,,,
123,CT2269,BSC68-43_Noothanakalva_CT2269C,2G,,,13.86967,78.93137,Rural,Nuthanakalva,Pileru,,OD Plinth,5386.0,"Peddakhambireddy,Noothanakalva(V),piler(M).,Chittoor DT.",Rajampet,PILER,517214.0,NBSNL,BSNL Infra,CT2269,GBT,40.0,35.0,Dual,Agisson,Nortel,V.1,2/3/2011,BTS18K_OD,3.0,4-4-4,0/120/240,,DMW,,,Huawei,0.6 m,BSC68-91_MV-Palli-USO_CT2133C,E1,1.0,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G/FVC/HYD/1602506/2011,,,,,,,
124,CT2270,BSC70-29_KVPuram_CT2270B,2G,,,13.29481,79.6521,Rural,KVPuram,Vijayapuram,,Room,5405.0,"kvpuram,vijaya puram mandal,Chittoor DT.",Tirupati,PUTTUR,517561.0,NBSNL,BSNL Infra,CT2270,GBT,40.0,37.0,Dual,AGISSON,Nortel,V.1,4/13/2012,BTS18K_ID,3.0,4-4-4,120/320/40,,DMW,,,Huawei,0.6 m,BSC67-09_Pannur-SS_CT2274B,E1,1.0,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
125,CT2272,BSC70-84_Panatoor_CT2272B,2G+3G,HUW,102_0189_CT_Panatoor_CT2272B,13.05485,79.13702,Rural,panatoor,Gudipala,NH,Room,5431.0,"Panatoor,Gudipala(M).,Chittoor DT.",Chittoor,CHITTOOR,517132.0,NBSNL,BSNL Infra,CT2272,GBT,40.0,38.0,Dual,Agisson,Nortel,V.1,12/31/2010,S12K_ID,3.0,4-4-4,0/180/270,,DMW,,,Huawei,0.6 m,BSC60-72_Nangamangalam_CT2266B,E1,1.0,,60.0,Tirupati,VIII,,,ID,,,,,,,,6 Mbps,,,,,,,,102.0,,,,,CT2272,,,CT2272,BSC60-60_PakalaBS_VIOM_CT5021A,ID,G/FVC/HYD/1466304/2011,,6 Mbps,0.0,,,,
126,CT2274,BSC70-09_Pannur-SS_CT2274B,2G,,,13.32746,79.69829,Rural,Pannursubstation,Vijayapuram,SH,OD Plinth,5405.0,"Pannur ss,Vijayapuram mandal.,Chittoor DT.",Tirupati,PUTTUR,517589.0,NBSNL,BSNL Infra,CT2274,GBT,40.0,37.0,Dual,AGISSON,Nortel,V.1,3/3/2011,BTS18K_OD,3.0,4-4-4,0/150/280,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
127,CT2276,BSC68-86_Peddamandyam_CT2276C,2G+3G,ZTE,346_4772_Peddamandyam_CT2276A,13.9247,78.5401,Rural,Peddamandyam,Peddamandyam,,Room,5369.0,"Peddamandyam(VM),Chittoor DT.",Rajampet,MADANAPALLI,517297.0,NBSNL,BSNL Infra,CT2276,GBT,40.0,37.0,Dual,AGISSON,Nortel,V.1,10/26/2010,S12K_ID,3.0,4-4-4,110/240/330,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,7/23/2014,110/240/330,ID,3.0,37.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,,,,,,,,CT2276,,,,,100 Mbps,0.0,,,,
128,CT2277,BSC70-66_Peddur_CT2277C,2G,,,12.80974,78.56456,Rural,Peddur,Ramakuppam,,OD Plinth,5428.0,"BSNL Tower Peddur-Peddur, Ramakuppam Mandal, Chittoor Dist,AP-517401",Chittoor,KUPPAM,517401.0,NBSNL,BSNL Infra,CT2277,GBT,40.0,36.0,Dual,AGISSON,Nortel,V.1,10/21/2011,BTS18K_OD,3.0,4-4-4,0/100/230,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,CT2278,BSC70-47_Pengarakunta_CT2278A,2G+3G,HUW,102_0190_Pengarakunta_CT2278,13.16906,78.75671,Rural,Pengarakunta,Palamaner,,Room,5422.0,"pengaragunta ,palamaner mandal,Chittoor DT.",Chittoor,PALMANER,517408.0,NBSNL,BSNL Infra,CT2278,GBT,40.0,35.0,Dual,AGISSON,Nortel,V.1,9/23/2010,S12K_ID,3.0,4-4-4,330/120/240,1.0,OFC,E1,,,,,,,,70.0,Tirupati,viii,,,ID,,,,,,,,45 Mbps,,,,,,,,102.0,,,,,CT2278,,,CT2278,BSC70-19_Bangarupalem_CT2001A,ID,,,45 Mbps,0.0,,,,
130,CT2280,BSC70-62_SSSKonda_CT2280A,2G+3G,HUW,102_0163_SSSKonda_CT2280B,13.25771,79.26932,Rural,SSSkonda,Gangadhara Nellore,,Exchange,5420.0,"petamitta(V),SSSKonda(M),gd nallore (M),Chittoor DT.",Chittoor,CHITTOOR,517126.0,BSNL,BSNL Infra,CT2280,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,5/5/2010,BTS6K_OD_AC,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII +,5/2/2017,0/120/240,OD,3.0,37.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,,,,,,45 Mbps,,,,,
131,CT2283,BSC70-73_Ragimanupenta_CT2283C,2G,,,13.13596,78.91196,Rural,Ragimanupenta,Bangarupalem,,Room,5429.0,"Ragimanu penta, bangarupalem mandal,Chittoor DT;AP-517429.",Chittoor,BANGARUPALYAM,517419.0,NBSNL,BSNL Infra,CT2283,GBT,40.0,37.0,Dual,AGISSON,Nortel,V.1,10/22/2010,S12K_ID,3.0,4-4-4,50/130/260,,DMW,,,Huawei,0.6 m,BSC60-01_MReddypaleUSO_CT2139B,E1,1.0,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT2283,,,G/FVC/HYD/1466301/2011,,,0.0,,,,
132,CT2284,BSC70-61_Rallabudugur_CT2284B,2G,,,12.85812,78.34297,Rural,Rallabuduguru,Santhipuram,,OD Plinth,5425.0,"Rallabudugur,Santhipuram (M),Chittoor DT.",Chittoor,KUPPAM,517423.0,NBSNL,BSNL Infra,CT2284,GBT,40.0,33.0,Dual,AGISSON,Nortel,V.1,6/27/2010,BTS18K_OD,3.0,4-4-4,46/144/259,1.0,OFC,E1,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,CT2285,BSC68-44_RangaSamudram_CT2285C,2G,,,13.71369,78.26337,Rural,Rangasamudram,Pedda Thippasamudram,,OD Plinth,5390.0,"BSNL Tower, Rangasamudram(V), Peddathippa Samudram (M), Chittoor Dist,AP-517370",Rajampet,B.KOTHAKOTA,517370.0,NBSNL,BSNL Infra,CT2285,GBT,40.0,35.0,Dual,Agisson,Nortel,V.1,3/10/2011,BTS18K_OD,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,CT2286,BSC68-39_Sompalle_CT2286B,2G,,,13.84539,78.27344,Rural,Sompalli,Mulakalacheruvu,,OD Plinth,5367.0,"Sompalle,Mulakalacheruvu Mandal,Chittoor DT.",Chittoor,B.KOTHAKOTA,517350.0,NBSNL,BSNL Infra,CT2286,GBT,40.0,37.0,Dual,Agisson,Nortel,V.1,10/28/2010,BTS18K_OD,3.0,4-4-4,40/120/230,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
